Termo,Quantidade,Stemmer
eb,1,RSLPS
ec,149,RSLPS
ed,441,RSLPS
nutum,4,RSLPS
ef,1,RSLPS
queimadura,1,RSLPS
eg,53,RSLPS
desabastecimento,12,RSLPS
obstrutiva,1,RSLPS
abundância,1,RSLPS
ei,631,RSLPS
ej,1,RSLPS
309937,1,RSLPS
el,3,RSLPS
em,42214,RSLPS
en,2,RSLPS
visibilidade,5,RSLPS
1395,1,RSLPS
eo,1,RSLPS
ep,2,RSLPS
1393,2,RSLPS
aí,81,RSLPS
1392,2,RSLPS
arrematar,1,RSLPS
antecedência,7,RSLPS
es,82,RSLPS
qopm,2,RSLPS
et,2,RSLPS
reconvocado,2,RSLPS
eu,83,RSLPS
faltante,13,RSLPS
ev,1,RSLPS
ex,472,RSLPS
muzzi,1,RSLPS
1387,1,RSLPS
duplicada,1,RSLPS
sublocação,1,RSLPS
aloysio,1,RSLPS
aqual,1,RSLPS
reconvocada,2,RSLPS
acusado,1007,RSLPS
bá,1,RSLPS
gilvaneide,1,RSLPS
fi,3,RSLPS
00707,1,RSLPS
fl,8216,RSLPS
omissão,1818,RSLPS
fm,6,RSLPS
pensam,2,RSLPS
rodviário,1,RSLPS
201401448,1,RSLPS
inexigível,15,RSLPS
pensao,2,RSLPS
pensar,57,RSLPS
liticonsorte,1,RSLPS
fs,2,RSLPS
instituída,46,RSLPS
favorda,1,RSLPS
annacy,2,RSLPS
emitido,77,RSLPS
sofreria,2,RSLPS
densidade,2,RSLPS
enganou,1,RSLPS
1397,1,RSLPS
inexistissem,1,RSLPS
instituído,37,RSLPS
ajuizara,3,RSLPS
cá,4,RSLPS
mostrando,50,RSLPS
cã,1,RSLPS
forz,1,RSLPS
gj,2,RSLPS
dolinha,4,RSLPS
gm,9,RSLPS
gn,14,RSLPS
go,43,RSLPS
gp,3,RSLPS
itauleasing,3,RSLPS
gs,5,RSLPS
có,1,RSLPS
viana,15,RSLPS
arguindo,8,RSLPS
banalização,4,RSLPS
h360,1,RSLPS
foro,94,RSLPS
dima,1,RSLPS
restou,851,RSLPS
ha,8,RSLPS
hc,300,RSLPS
tanque,3,RSLPS
hd,1,RSLPS
dá,190,RSLPS
he,2,RSLPS
reprovabilidade,54,RSLPS
nº0638,1,RSLPS
votar,3,RSLPS
decerto,6,RSLPS
receberam,15,RSLPS
pensou,7,RSLPS
sindicabilidade,4,RSLPS
tarcizio,1,RSLPS
dê,84,RSLPS
hs,4,RSLPS
recorrer,119,RSLPS
ingressando,1,RSLPS
hz,2,RSLPS
recorreu,37,RSLPS
70025538570,1,RSLPS
ia,80,RSLPS
ic,62,RSLPS
recorrem,2,RSLPS
id,1,RSLPS
10137,1,RSLPS
ii,3000,RSLPS
nº20159638,1,RSLPS
iniciamo,1,RSLPS
il,3,RSLPS
couber,34,RSLPS
im,1,RSLPS
in,2675,RSLPS
ip,2,RSLPS
corroborem,7,RSLPS
ir,48,RSLPS
dino,1,RSLPS
is,79,RSLPS
00793,1,RSLPS
iu,6,RSLPS
promulgar,2,RSLPS
iv,1417,RSLPS
ix,189,RSLPS
acidente,689,RSLPS
22128,1,RSLPS
apenando,1,RSLPS
foto,40,RSLPS
acirrada,3,RSLPS
1037788,2,RSLPS
jb,2,RSLPS
jc,1,RSLPS
1050747,3,RSLPS
jf,1,RSLPS
adminículo,3,RSLPS
impenhorabilidade,56,RSLPS
sítio,16,RSLPS
jl,1,RSLPS
fé,453,RSLPS
jo,1,RSLPS
jr,32,RSLPS
l5,1,RSLPS
ju,316,RSLPS
gerada,12,RSLPS
jw,4,RSLPS
enquadrado,15,RSLPS
dissecar,2,RSLPS
regularizado,4,RSLPS
indivdual,1,RSLPS
ka,1,RSLPS
dirf,1,RSLPS
dire,1,RSLPS
atinjam,2,RSLPS
kb,1,RSLPS
201310700938,3,RSLPS
kg,5,RSLPS
regularizada,3,RSLPS
eternização,7,RSLPS
ki,2,RSLPS
gerado,25,RSLPS
advertiu,4,RSLPS
km,15,RSLPS
perfilhado,14,RSLPS
m2,3,RSLPS
ínclito,3,RSLPS
obsequiar,3,RSLPS
enquadrada,22,RSLPS
interponha,1,RSLPS
regularidade,94,RSLPS
ks,2,RSLPS
situe,2,RSLPS
probatio,2,RSLPS
libório,6,RSLPS
dipp,28,RSLPS
supressor,1,RSLPS
situa,11,RSLPS
1312089,1,RSLPS
embriagada,4,RSLPS
perfilhada,10,RSLPS
lembra,17,RSLPS
10128,1,RSLPS
prequestionado,9,RSLPS
imaterial,19,RSLPS
la,549,RSLPS
lb,1,RSLPS
lc,166,RSLPS
há,2949,RSLPS
le,1,RSLPS
lg,4,RSLPS
li,1,RSLPS
gislaine,1,RSLPS
crânio,2,RSLPS
embriagado,6,RSLPS
diligenciar,18,RSLPS
n0,1,RSLPS
lo,787,RSLPS
confissão,242,RSLPS
n1,1,RSLPS
prequestionada,46,RSLPS
torpeza,16,RSLPS
chamasse,1,RSLPS
receberem,3,RSLPS
n3,1,RSLPS
lembro,5,RSLPS
alessi,1,RSLPS
dist,4,RSLPS
lv,75,RSLPS
lx,5,RSLPS
lembre,1,RSLPS
constituiçaõ,1,RSLPS
encetada,1,RSLPS
exibição,123,RSLPS
mamusca,1,RSLPS
ma,28,RSLPS
centrado,2,RSLPS
julieta,3,RSLPS
triunfo,1,RSLPS
mc,20,RSLPS
md,1,RSLPS
me,424,RSLPS
70043718196,1,RSLPS
entra,10,RSLPS
mf,1,RSLPS
mg,269,RSLPS
quedou,18,RSLPS
necessitando,39,RSLPS
mi,51,RSLPS
entre,2328,RSLPS
dita,90,RSLPS
mj,1,RSLPS
agravaram,4,RSLPS
satisfaziam,1,RSLPS
communicatiom,3,RSLPS
mm,183,RSLPS
centrada,1,RSLPS
mo,1,RSLPS
mp,392,RSLPS
internado,11,RSLPS
dinart,156,RSLPS
elastercer,1,RSLPS
ms,147,RSLPS
mt,47,RSLPS
restabelecesse,1,RSLPS
corroboram,18,RSLPS
dinamizar,1,RSLPS
luzivaldo,1,RSLPS
oportunizasse,1,RSLPS
lastreada,19,RSLPS
corroborar,25,RSLPS
franquia,8,RSLPS
na,16380,RSLPS
interdição,25,RSLPS
nb,1,RSLPS
fiscal,1707,RSLPS
internada,1,RSLPS
jà,1,RSLPS
já,3849,RSLPS
ne,2,RSLPS
diligencial,1,RSLPS
marcada,13,RSLPS
embaraçar,1,RSLPS
nm,1,RSLPS
datum,1,RSLPS
no,33791,RSLPS
dignar,1,RSLPS
np,1,RSLPS
helenita,1,RSLPS
nr,49,RSLPS
inteiramente,30,RSLPS
ns,38,RSLPS
marcado,8,RSLPS
tinha,379,RSLPS
lastreado,6,RSLPS
beneficiamento,2,RSLPS
nu,7,RSLPS
promulgam,3,RSLPS
oa,1,RSLPS
ob,21,RSLPS
125m²,5,RSLPS
cerelidade,1,RSLPS
conterá,16,RSLPS
conteve,1,RSLPS
of,7,RSLPS
70024502031,1,RSLPS
og,18,RSLPS
inexistoso,4,RSLPS
damnum,3,RSLPS
oh,2,RSLPS
oi,5,RSLPS
dirá,2,RSLPS
oj,1,RSLPS
ok,1,RSLPS
iniciara,1,RSLPS
om,2,RSLPS
on,33,RSLPS
diva,11,RSLPS
oito,388,RSLPS
op,6,RSLPS
or,1,RSLPS
os,19193,RSLPS
m²,17,RSLPS
zita,1,RSLPS
ou,10117,RSLPS
ow,1,RSLPS
dito,328,RSLPS
absolvição,270,RSLPS
pa,38,RSLPS
pb,38,RSLPS
repelindo,1,RSLPS
pc,6,RSLPS
12747,1,RSLPS
pe,86,RSLPS
lá,92,RSLPS
pf,3,RSLPS
pg,57,RSLPS
pi,14,RSLPS
pj,1,RSLPS
pordanosmoraisincide,1,RSLPS
crâneo,1,RSLPS
pl,26,RSLPS
pm,34,RSLPS
0001454,2,RSLPS
dominical,2,RSLPS
penúria,3,RSLPS
lê,10,RSLPS
pp,112,RSLPS
humberto,174,RSLPS
pr,262,RSLPS
ps,3,RSLPS
transeunte,10,RSLPS
pt,1,RSLPS
basear,8,RSLPS
perderá,4,RSLPS
elaborou,7,RSLPS
pw,2,RSLPS
conferiram,1,RSLPS
perpetrando,1,RSLPS
augusto,148,RSLPS
observeancia,1,RSLPS
nº,7978,RSLPS
patrulhando,2,RSLPS
iniciada,65,RSLPS
quantificando,1,RSLPS
má,246,RSLPS
qi,1,RSLPS
vossa,2,RSLPS
mé,1,RSLPS
mê,949,RSLPS
s1,2,RSLPS
qo,6,RSLPS
201400724644,1,RSLPS
s2,6,RSLPS
s3,1,RSLPS
choke,1,RSLPS
orione,1,RSLPS
impetra,5,RSLPS
gação,1,RSLPS
pesada,3,RSLPS
qu,2,RSLPS
semião,1,RSLPS
impetre,1,RSLPS
colham,1,RSLPS
pesado,3,RSLPS
200811000947,1,RSLPS
200811000946,1,RSLPS
ra,4,RSLPS
702211,1,RSLPS
rb,3,RSLPS
re,282,RSLPS
rf,5,RSLPS
rg,39,RSLPS
34058,1,RSLPS
201400709010,1,RSLPS
rh,1,RSLPS
ri,3,RSLPS
rj,299,RSLPS
iniciado,39,RSLPS
caatinga,1,RSLPS
rm,69,RSLPS
né,2,RSLPS
rn,38,RSLPS
ro,17,RSLPS
t1,3,RSLPS
t2,17,RSLPS
viabilizou,1,RSLPS
rp,2,RSLPS
judiciário,545,RSLPS
t3,42,RSLPS
t4,27,RSLPS
rr,11,RSLPS
rs,1245,RSLPS
t5,19,RSLPS
rt,124,RSLPS
t6,12,RSLPS
doralice,1,RSLPS
expeliu,1,RSLPS
nó,24,RSLPS
quedar,4,RSLPS
autônomo,60,RSLPS
divorciada,5,RSLPS
16hmin,1,RSLPS
previam,5,RSLPS
redistribuído,25,RSLPS
sa,12,RSLPS
sc,196,RSLPS
sobral,11,RSLPS
sd,5,RSLPS
se,34036,RSLPS
sf,1,RSLPS
pugna,437,RSLPS
sh,2,RSLPS
si,426,RSLPS
autônoma,64,RSLPS
desencorajando,4,RSLPS
precariamente,3,RSLPS
sl,1,RSLPS
colírio,2,RSLPS
sm,2,RSLPS
sobrar,3,RSLPS
46021,1,RSLPS
paradoxal,1,RSLPS
so,3,RSLPS
quedam,1,RSLPS
sp,660,RSLPS
divorciado,14,RSLPS
sr,258,RSLPS
ss,14,RSLPS
st,4,RSLPS
su,45,RSLPS
trataram,1,RSLPS
ta,3,RSLPS
tc,7,RSLPS
td,11,RSLPS
pá,5,RSLPS
te,11,RSLPS
titularidade,55,RSLPS
tj,365,RSLPS
pç,1,RSLPS
pé,31,RSLPS
augusta,6,RSLPS
to,4,RSLPS
tr,98,RSLPS
enoque,1,RSLPS
tu,1,RSLPS
tv,8,RSLPS
pó,43,RSLPS
pô,6,RSLPS
tx,1,RSLPS
engloba,15,RSLPS
agravaria,1,RSLPS
elevável,2,RSLPS
ub,2,RSLPS
batista,42,RSLPS
ue,4,RSLPS
uf,2,RSLPS
um,5070,RSLPS
cpc131330cpc3313,1,RSLPS
giliarde,3,RSLPS
up,1,RSLPS
138122,2,RSLPS
us,1,RSLPS
ut,47,RSLPS
auxílio,317,RSLPS
ux,1,RSLPS
colheu,2,RSLPS
va,1,RSLPS
colher,4,RSLPS
sorrateira,1,RSLPS
uréia,7,RSLPS
colhem,10,RSLPS
nutec,1,RSLPS
ziza,1,RSLPS
denuncia,21,RSLPS
apregoava,1,RSLPS
vi,479,RSLPS
traduzida,2,RSLPS
incentivado,3,RSLPS
pluralidade,30,RSLPS
vl,2,RSLPS
ré,623,RSLPS
suficiência,33,RSLPS
operador,10,RSLPS
traduzido,2,RSLPS
retroescavadeira,1,RSLPS
sorrateiro,2,RSLPS
impossibilitado,22,RSLPS
vu,1,RSLPS
vw,6,RSLPS
antônio,350,RSLPS
impossibilitada,43,RSLPS
solitariamente,1,RSLPS
sá,9,RSLPS
sinótica,1,RSLPS
sã,2,RSLPS
wg,1,RSLPS
200588500187,2,RSLPS
657259,1,RSLPS
discussão,437,RSLPS
sé,1,RSLPS
sê,9,RSLPS
sí,1,RSLPS
dizê,1,RSLPS
amiga,22,RSLPS
só,1109,RSLPS
arrematou,3,RSLPS
engendrando,1,RSLPS
bellizze,9,RSLPS
200900010037622,1,RSLPS
destacável,1,RSLPS
tá,3,RSLPS
201400712641,1,RSLPS
amigo,29,RSLPS
xi,49,RSLPS
xl,3,RSLPS
locacional,2,RSLPS
tê,15,RSLPS
pracial,1,RSLPS
scalzilli,4,RSLPS
xv,57,RSLPS
sacadora,1,RSLPS
tó,1,RSLPS
superada,92,RSLPS
xx,26,RSLPS
cobrá,1,RSLPS
sitae,3,RSLPS
prescreverá,3,RSLPS
gravitava,1,RSLPS
confiabilidade,9,RSLPS
xxxviii,20,RSLPS
renúncia,60,RSLPS
levantarem,4,RSLPS
dissecou,1,RSLPS
naufragará,1,RSLPS
concluindo,45,RSLPS
auxiliá,3,RSLPS
superado,39,RSLPS
alguém,70,RSLPS
nicolau,3,RSLPS
dosando,4,RSLPS
trataria,2,RSLPS
emitida,51,RSLPS
segue,103,RSLPS
cortando,2,RSLPS
inimizade,5,RSLPS
brilhante,10,RSLPS
narraram,3,RSLPS
vá,4,RSLPS
linneu,1,RSLPS
ze,2,RSLPS
choca,1,RSLPS
escamoteia,1,RSLPS
vã,1,RSLPS
inconclusivo,2,RSLPS
indigitado,25,RSLPS
antenor,3,RSLPS
amputação,6,RSLPS
vê,334,RSLPS
subsistente,11,RSLPS
doutor,23,RSLPS
avaliador,1,RSLPS
tributário,1212,RSLPS
antônia,2,RSLPS
marítimo,4,RSLPS
entendo,1003,RSLPS
longa,28,RSLPS
entendi,10,RSLPS
000000200164852,1,RSLPS
entende,283,RSLPS
medicinal,1,RSLPS
entenda,42,RSLPS
longe,19,RSLPS
lemento,1,RSLPS
transformando,10,RSLPS
longo,86,RSLPS
injúria,6,RSLPS
oponente,5,RSLPS
despenderam,3,RSLPS
telecom,10,RSLPS
respeitando,58,RSLPS
schimidt,1,RSLPS
tarifar,4,RSLPS
referentemente,1,RSLPS
amicu,1,RSLPS
inacatada,2,RSLPS
baseia,33,RSLPS
acostado,254,RSLPS
1403,1,RSLPS
dividendo,1,RSLPS
1401,1,RSLPS
re1ator,1,RSLPS
1400,1,RSLPS
viaja,1,RSLPS
afastei,1,RSLPS
psicofísica,1,RSLPS
segurando,5,RSLPS
gerará,4,RSLPS
1408,4,RSLPS
1406,3,RSLPS
acostada,187,RSLPS
gerava,2,RSLPS
dimuição,1,RSLPS
cosideração,1,RSLPS
contêiner,1,RSLPS
cobra,12,RSLPS
essência,26,RSLPS
silvânia,5,RSLPS
normativo,154,RSLPS
cobre,3,RSLPS
1415,1,RSLPS
auxilia,3,RSLPS
1414,1,RSLPS
cobro,1,RSLPS
1411,1,RSLPS
dissipar,35,RSLPS
normativa,55,RSLPS
promulgou,2,RSLPS
djer,1,RSLPS
1418,2,RSLPS
1417,2,RSLPS
instalado,11,RSLPS
quase,79,RSLPS
aclarado,2,RSLPS
embral,1,RSLPS
necessitassem,1,RSLPS
viado,1,RSLPS
dependerão,17,RSLPS
alesat,1,RSLPS
turismo,26,RSLPS
remediada,3,RSLPS
zé,8,RSLPS
encartou,3,RSLPS
interstício,16,RSLPS
aclarada,3,RSLPS
incube,2,RSLPS
enquadrará,1,RSLPS
instalada,17,RSLPS
judicando,31,RSLPS
perdedor,2,RSLPS
714228,1,RSLPS
quasi,1,RSLPS
sofreram,6,RSLPS
djf1,4,RSLPS
1428,1,RSLPS
entendê,23,RSLPS
201350100468,2,RSLPS
delegassem,1,RSLPS
comparece,1,RSLPS
judiciária,392,RSLPS
tributária,403,RSLPS
bezerra,170,RSLPS
teodoro,15,RSLPS
1432,1,RSLPS
1431,1,RSLPS
1430,1,RSLPS
apensado,9,RSLPS
alcunha,5,RSLPS
indigitada,25,RSLPS
141v,1,RSLPS
70014567119,1,RSLPS
viabilizem,1,RSLPS
auxilio,3,RSLPS
1451,1,RSLPS
galopar,1,RSLPS
indigitação,3,RSLPS
1450,3,RSLPS
corroborou,11,RSLPS
plenoperante,1,RSLPS
tratarem,11,RSLPS
1448,1,RSLPS
1447,5,RSLPS
1446,1,RSLPS
claudemir,4,RSLPS
transferência,180,RSLPS
intraprocessual,1,RSLPS
afastar,372,RSLPS
afastam,27,RSLPS
201367000143,2,RSLPS
dolorosa,3,RSLPS
1449,3,RSLPS
aventura,1,RSLPS
respaldasse,1,RSLPS
1409269,1,RSLPS
largou,1,RSLPS
1461,4,RSLPS
201401988,2,RSLPS
1003817,1,RSLPS
corroborá,1,RSLPS
algemado,8,RSLPS
1458,1,RSLPS
12837,2,RSLPS
1454,1,RSLPS
bruscamente,1,RSLPS
1453,1,RSLPS
1452,1,RSLPS
realizaçao,1,RSLPS
775258,1,RSLPS
vertiginosa,20,RSLPS
comparecia,1,RSLPS
coesa,4,RSLPS
incidentalmente,14,RSLPS
00834,1,RSLPS
equididade,1,RSLPS
retomante,2,RSLPS
1473,1,RSLPS
agaravo,1,RSLPS
1472,1,RSLPS
ferrari,1,RSLPS
1470,1,RSLPS
estadual,1245,RSLPS
coagida,2,RSLPS
inocorreu,5,RSLPS
necessitasse,1,RSLPS
pairando,3,RSLPS
1464,6,RSLPS
atualizar,11,RSLPS
1463,1,RSLPS
qpmp,1,RSLPS
desenrolar,4,RSLPS
conjunção,27,RSLPS
sebrae,4,RSLPS
1218510,1,RSLPS
contrarrazoando,1,RSLPS
marrom,1,RSLPS
subsidiou,1,RSLPS
jogaram,2,RSLPS
1483,2,RSLPS
durar,7,RSLPS
1482,1,RSLPS
1481,2,RSLPS
expedir,16,RSLPS
roseana,3,RSLPS
1479,1,RSLPS
redobrada,5,RSLPS
1478,1,RSLPS
permeável,1,RSLPS
1476,3,RSLPS
dissenciente,1,RSLPS
1474,2,RSLPS
expediu,4,RSLPS
roseane,1,RSLPS
redobrado,1,RSLPS
desfruta,4,RSLPS
00858,1,RSLPS
síndica,1,RSLPS
revistado,3,RSLPS
convir,3,RSLPS
viabilizam,1,RSLPS
preservado,9,RSLPS
abusividadade,5,RSLPS
viabilizar,72,RSLPS
indulto,1,RSLPS
00854,1,RSLPS
preservada,11,RSLPS
corrobore,1,RSLPS
consignando,21,RSLPS
idealizar,1,RSLPS
anotando,3,RSLPS
1488,2,RSLPS
146v,1,RSLPS
1487,3,RSLPS
70014342513,1,RSLPS
noélio,1,RSLPS
1486,3,RSLPS
comportamental,4,RSLPS
formularem,1,RSLPS
1485,1,RSLPS
corroboro,3,RSLPS
retardá,1,RSLPS
verticalização,2,RSLPS
consagração,12,RSLPS
70036198745,1,RSLPS
reporto,2,RSLPS
redundaria,4,RSLPS
12x4,1,RSLPS
djmg,1,RSLPS
interdicta,2,RSLPS
queda,48,RSLPS
reporta,33,RSLPS
síndico,14,RSLPS
147v,2,RSLPS
maioria,233,RSLPS
ecologicamente,10,RSLPS
nº0966,1,RSLPS
episódica,2,RSLPS
irretratável,5,RSLPS
desmaiando,1,RSLPS
equiparando,10,RSLPS
incoerente,13,RSLPS
espanca,3,RSLPS
restitutição,3,RSLPS
vinculação,91,RSLPS
batendo,5,RSLPS
multiplicam,2,RSLPS
ilógico,8,RSLPS
ratificamo,2,RSLPS
assenhoreou,1,RSLPS
vidro,27,RSLPS
colpoplastia,3,RSLPS
avulta,6,RSLPS
prenderam,3,RSLPS
00829,1,RSLPS
00828,1,RSLPS
adminsitrativa,1,RSLPS
gasolina,4,RSLPS
multiplicar,5,RSLPS
avulso,3,RSLPS
brincadeira,1,RSLPS
ilidida,18,RSLPS
valdenice,1,RSLPS
nº200620500051,1,RSLPS
carmópolil,21,RSLPS
coatora,271,RSLPS
resolutória,7,RSLPS
avulsa,2,RSLPS
comparecer,34,RSLPS
combatente,5,RSLPS
compareceu,36,RSLPS
rozielma,1,RSLPS
endereço,304,RSLPS
106909,1,RSLPS
térmica,1,RSLPS
gilton,7,RSLPS
recomendável,16,RSLPS
condicional,34,RSLPS
subvertida,1,RSLPS
desconfigurado,1,RSLPS
pretenção,1,RSLPS
escusável,3,RSLPS
condicionar,19,RSLPS
73804,1,RSLPS
marrey,1,RSLPS
recomeçado,1,RSLPS
decisivo,2,RSLPS
decisiva,7,RSLPS
suspendem,2,RSLPS
suspendeu,22,RSLPS
chamando,4,RSLPS
200811000891,1,RSLPS
suspender,46,RSLPS
70026345199,1,RSLPS
jaguariaíva,1,RSLPS
econômico,262,RSLPS
74620067080008,1,RSLPS
wasserstein,1,RSLPS
200811201897,1,RSLPS
malfere,4,RSLPS
0429076,1,RSLPS
djpr,2,RSLPS
camuflado,2,RSLPS
infungibilidade,1,RSLPS
decisium,29,RSLPS
econômica,462,RSLPS
rosindo,1,RSLPS
ativação,1,RSLPS
solucioná,1,RSLPS
contreira,4,RSLPS
salete,1,RSLPS
atualidade,37,RSLPS
incursa,5,RSLPS
670104,1,RSLPS
coadjuvado,2,RSLPS
nascimentoingressou,1,RSLPS
cardiopata,4,RSLPS
incurso,89,RSLPS
exaustão,18,RSLPS
coadjuvada,1,RSLPS
pesadíssimo,1,RSLPS
suspensiva,37,RSLPS
surgira,1,RSLPS
sentecial,1,RSLPS
púbico,2,RSLPS
suspensivo,334,RSLPS
disfunção,2,RSLPS
elucidou,2,RSLPS
discrepavam,1,RSLPS
200989200092,1,RSLPS
gleba,14,RSLPS
tolerância,70,RSLPS
irradiara,1,RSLPS
virgem,3,RSLPS
0013327,1,RSLPS
assentamento,4,RSLPS
denotativa,1,RSLPS
00887,1,RSLPS
ratificado,26,RSLPS
manuela,10,RSLPS
00885,1,RSLPS
agrônomo,1,RSLPS
reduzido,87,RSLPS
reduzida,61,RSLPS
comitente,6,RSLPS
transmitida,2,RSLPS
enulidade,1,RSLPS
majestade,1,RSLPS
término,80,RSLPS
ratificada,22,RSLPS
lopardi,4,RSLPS
debatida,48,RSLPS
dispensa,104,RSLPS
hidroviário,2,RSLPS
extintivo,87,RSLPS
vampirinho,2,RSLPS
swap,1,RSLPS
dispense,3,RSLPS
acometeram,1,RSLPS
auferindo,7,RSLPS
arcando,6,RSLPS
200811500369,4,RSLPS
12889,1,RSLPS
quitar,15,RSLPS
extintiva,31,RSLPS
ganhou,6,RSLPS
1086197,1,RSLPS
soluciona,2,RSLPS
denegaram,1,RSLPS
süssekind,1,RSLPS
24838,1,RSLPS
moinho,1,RSLPS
igreja,7,RSLPS
20030110507065,1,RSLPS
premmium,3,RSLPS
judicante,55,RSLPS
inadimplindo,1,RSLPS
infiltração,6,RSLPS
cedesse,2,RSLPS
beneti,98,RSLPS
debatido,17,RSLPS
converteria,2,RSLPS
conformado,4,RSLPS
199752020033,1,RSLPS
1255573,8,RSLPS
tributarista,5,RSLPS
discernir,1,RSLPS
430421,1,RSLPS
atualizado,169,RSLPS
atualizada,82,RSLPS
acomodação,8,RSLPS
psicólogo,3,RSLPS
conformada,3,RSLPS
retardo,11,RSLPS
desprende,1,RSLPS
enalteceu,2,RSLPS
esverdeada,2,RSLPS
aderente,16,RSLPS
formularam,6,RSLPS
falha,143,RSLPS
seleção,27,RSLPS
garupa,13,RSLPS
injurioso,2,RSLPS
1050244,1,RSLPS
inferir,24,RSLPS
201021200283,1,RSLPS
boleto,31,RSLPS
deprimi,1,RSLPS
incidental,52,RSLPS
retomando,2,RSLPS
trabalhem,2,RSLPS
22191,1,RSLPS
falho,5,RSLPS
ranata,2,RSLPS
cândidatoque,1,RSLPS
durou,13,RSLPS
aviltar,1,RSLPS
tendenciosa,2,RSLPS
sucessiva,30,RSLPS
corromper,4,RSLPS
1292586,1,RSLPS
importância,306,RSLPS
sucessivo,81,RSLPS
instrui,19,RSLPS
cirúrgica,21,RSLPS
escoimada,2,RSLPS
caracter,7,RSLPS
receado,2,RSLPS
germe,1,RSLPS
cirúrgico,50,RSLPS
infortúnio,15,RSLPS
edifício,20,RSLPS
atlântico,10,RSLPS
grosseiro,28,RSLPS
canalização,4,RSLPS
causalidade,334,RSLPS
genival,1,RSLPS
elidem,4,RSLPS
consignante,1,RSLPS
extensível,1,RSLPS
preocupar,2,RSLPS
infectocontagiosa,3,RSLPS
esfarelado,1,RSLPS
transmitido,7,RSLPS
153209,2,RSLPS
reversível,6,RSLPS
asspene,1,RSLPS
injuriosa,4,RSLPS
intermerdiar,1,RSLPS
infectocontagioso,1,RSLPS
híbrido,1,RSLPS
interiorização,2,RSLPS
grosseira,9,RSLPS
autoconsciência,1,RSLPS
napoleão,36,RSLPS
violadora,7,RSLPS
seguravam,3,RSLPS
estresse,4,RSLPS
risada,1,RSLPS
155815,1,RSLPS
modosuficiente,1,RSLPS
incidenter,10,RSLPS
exaltação,2,RSLPS
reverte,3,RSLPS
trasladada,3,RSLPS
substituíram,1,RSLPS
acautelamento,9,RSLPS
devastador,1,RSLPS
expressando,1,RSLPS
agostim,1,RSLPS
industria,10,RSLPS
suspendia,1,RSLPS
maceió,3,RSLPS
gerir,3,RSLPS
atravessado,2,RSLPS
desativada,2,RSLPS
insatisfatória,2,RSLPS
solicitou,26,RSLPS
cárie,1,RSLPS
1098218,1,RSLPS
nódoa,2,RSLPS
atravessada,3,RSLPS
destrancamento,4,RSLPS
utilizara,1,RSLPS
florianópolil,1,RSLPS
rodson,1,RSLPS
599105202,1,RSLPS
200974200272,1,RSLPS
trasladado,1,RSLPS
desativado,9,RSLPS
insatisfatório,3,RSLPS
falei,1,RSLPS
surgindo,3,RSLPS
1985840200051,3,RSLPS
commune,1,RSLPS
manejá,1,RSLPS
falar,703,RSLPS
video,2,RSLPS
611723,1,RSLPS
margeia,1,RSLPS
fictício,2,RSLPS
elidir,24,RSLPS
1039878,20,RSLPS
320019,1,RSLPS
chechi,2,RSLPS
transgressor,5,RSLPS
desnaturamento,1,RSLPS
facchini,1,RSLPS
201500313165,2,RSLPS
vingando,1,RSLPS
honoráriosadvocatício,1,RSLPS
precendete,1,RSLPS
convivência,58,RSLPS
almejando,2,RSLPS
improcedencial,1,RSLPS
saltando,1,RSLPS
envidado,2,RSLPS
dóla,1,RSLPS
quinzena,15,RSLPS
análago,1,RSLPS
inflete,1,RSLPS
virgínia,4,RSLPS
financimaneto,1,RSLPS
laringe,1,RSLPS
espanha,2,RSLPS
200301000025205,1,RSLPS
pensão,367,RSLPS
consideração,718,RSLPS
comissionamento,1,RSLPS
alumínio,3,RSLPS
confundível,1,RSLPS
solicitam,1,RSLPS
solicitar,5,RSLPS
processaram,3,RSLPS
subsistisse,2,RSLPS
0238208,1,RSLPS
ministério,1030,RSLPS
franciulli,48,RSLPS
irresignadocom,1,RSLPS
70037859808,1,RSLPS
desvinculação,15,RSLPS
elídio,2,RSLPS
gerem,1,RSLPS
educacional,15,RSLPS
70002179802,1,RSLPS
dosauto,3,RSLPS
marque,119,RSLPS
utilizava,6,RSLPS
elucidador,1,RSLPS
impreciso,6,RSLPS
prematuridade,10,RSLPS
durabilidade,1,RSLPS
colocá,2,RSLPS
1500,1,RSLPS
utilizará,1,RSLPS
distribuída,45,RSLPS
corporal,128,RSLPS
falam,1,RSLPS
baptista,8,RSLPS
inferioridade,1,RSLPS
1509,1,RSLPS
1507,1,RSLPS
consultada,1,RSLPS
1505,1,RSLPS
elucidam,2,RSLPS
153296,2,RSLPS
sistematizado,1,RSLPS
imprecisa,4,RSLPS
distribuído,68,RSLPS
trancado,2,RSLPS
voluntariedade,2,RSLPS
apoderamento,2,RSLPS
maneja,2,RSLPS
vavado,1,RSLPS
preponderando,2,RSLPS
conduza,1,RSLPS
completasse,3,RSLPS
pádua,51,RSLPS
ostentarem,3,RSLPS
reversa,1,RSLPS
trancada,3,RSLPS
manejo,104,RSLPS
geram,22,RSLPS
gerar,73,RSLPS
provável,19,RSLPS
reverso,20,RSLPS
possibilitasse,1,RSLPS
1525,2,RSLPS
litigância,91,RSLPS
corresponsável,12,RSLPS
reverta,6,RSLPS
1522,1,RSLPS
1521,5,RSLPS
