Termo,Quantidade,Stemmer
871,3,RSLP
873,2,RSLP
874,1,RSLP
875,1,RSLP
876,4,RSLP
daian,1,RSLP
877,5,RSLP
878,6,RSLP
disvers,1,RSLP
879,8,RSLP
perscrut,3,RSLP
discricion,25,RSLP
formaliz,1,RSLP
20110111072050apc,1,RSLP
monsenh,2,RSLP
afront,186,RSLP
880,14,RSLP
881,3,RSLP
882,10,RSLP
883,3,RSLP
884,13,RSLP
885,3,RSLP
886,6,RSLP
887,26,RSLP
888,5,RSLP
889,1,RSLP
201511001265,1,RSLP
6518,1,RSLP
nº201290090169,1,RSLP
unid,5,RSLP
unic,937,RSLP
ajust,69,RSLP
milit,125,RSLP
kelly,2,RSLP
local,722,RSLP
890,7,RSLP
891,2,RSLP
892,8,RSLP
flagrante,4,RSLP
893,2,RSLP
894,5,RSLP
unitar,2,RSLP
895,4,RSLP
52234,1,RSLP
896,4,RSLP
locat,6,RSLP
897,9,RSLP
898,3,RSLP
899,4,RSLP
7854,2,RSLP
7857,5,RSLP
brocard,1,RSLP
milic,1,RSLP
temerar,13,RSLP
6544,3,RSLP
1370542820118260000,1,RSLP
2007116868,1,RSLP
duplic,20,RSLP
sustentando,1,RSLP
engess,2,RSLP
empreend,65,RSLP
201079000449,3,RSLP
shay,1,RSLP
florens,1,RSLP
zveit,5,RSLP
7882,1,RSLP
6551,2,RSLP
atri,3,RSLP
sarah,2,RSLP
atra,29,RSLP
2008207136,1,RSLP
periclit,1,RSLP
empenh,4,RSLP
reav,18,RSLP
sileid,1,RSLP
bradescon,1,RSLP
reac,4,RSLP
7890,9,RSLP
5233,7,RSLP
6566,1,RSLP
201400200142,1,RSLP
requisti,1,RSLP
2010607200,1,RSLP
70040196321,1,RSLP
real,1681,RSLP
genicel,1,RSLP
edemilson,1,RSLP
reaf,1,RSLP
sediment,93,RSLP
201278200140,1,RSLP
univ,1,RSLP
unit,9,RSLP
ajunt,1,RSLP
6559,1,RSLP
gean,1,RSLP
21792763520158260000,1,RSLP
presunc,470,RSLP
geap,18,RSLP
hepatilon,4,RSLP
assistenciar,1,RSLP
·mand,2,RSLP
reda,4,RSLP
arlet,1,RSLP
subservi,1,RSLP
recu,12,RSLP
rect,5,RSLP
engenh,22,RSLP
5237,1,RSLP
aconsolid,1,RSLP
201088000960,1,RSLP
anteri,1,RSLP
rece,1,RSLP
financ,2271,RSLP
reca,66,RSLP
indubita,38,RSLP
6588,1,RSLP
danoirrepar,1,RSLP
5257,1,RSLP
6587,10,RSLP
1093501,2,RSLP
recl,23,RSLP
fundeplan,2,RSLP
polem,9,RSLP
rech,7,RSLP
teleolog,23,RSLP
rebu,1,RSLP
257700,1,RSLP
floresc,2,RSLP
avelin,2,RSLP
preclusaoconsumativaevidenci,1,RSLP
preestabelec,2,RSLP
prejudic,946,RSLP
5268,1,RSLP
refe,5,RSLP
201400817949,2,RSLP
refr,1,RSLP
reconhece,1,RSLP
proproc,1,RSLP
fisiolog,3,RSLP
reex,2,RSLP
fragil,7,RSLP
antepo,10,RSLP
reconheco,1,RSLP
armaz,1,RSLP
4ºa,1,RSLP
201211301061,1,RSLP
4ºd,1,RSLP
201400804622,1,RSLP
atum,4,RSLP
reed,7,RSLP
4ºp,1,RSLP
capaz,196,RSLP
aspen,1,RSLP
tarcisi,1,RSLP
demand,1498,RSLP
destac,302,RSLP
gustav,10,RSLP
absolutor,4,RSLP
redu,5,RSLP
auspici,3,RSLP
destaq,49,RSLP
geapsaud,4,RSLP
mesquit,1,RSLP
devid,1,RSLP
circunvolv,2,RSLP
546903,2,RSLP
devio,1,RSLP
auxili,151,RSLP
5280,1,RSLP
devis,1,RSLP
capef,5,RSLP
regu,3,RSLP
incidenciad,2,RSLP
capel,30,RSLP
capem,2,RSLP
a266,1,RSLP
70045614047,2,RSLP
infring,191,RSLP
03207,2,RSLP
regr,728,RSLP
claudem,1,RSLP
5293,1,RSLP
enunci,239,RSLP
resgat,6,RSLP
benzetacil,1,RSLP
ramo66,1,RSLP
fabiann,4,RSLP
201400706290,2,RSLP
423048,1,RSLP
demasi,8,RSLP
mantiv,8,RSLP
dje27,1,RSLP
doincid,1,RSLP
exorbit,83,RSLP
reje,148,RSLP
fragel,1,RSLP
demarc,18,RSLP
201400804663,1,RSLP
senasp,1,RSLP
reil,53,RSLP
destem,1,RSLP
agricult,8,RSLP
introduz,60,RSLP
dpvat,61,RSLP
1190612,2,RSLP
70041280413,1,RSLP
michelin,1,RSLP
reit,22,RSLP
830796,1,RSLP
dje22,1,RSLP
contamin,9,RSLP
omeriton,1,RSLP
038521,1,RSLP
ortant,1,RSLP
osvald,3,RSLP
mottecy,11,RSLP
introduc,28,RSLP
gramatic,2,RSLP
ipanem,1,RSLP
humild,4,RSLP
17815,1,RSLP
803194,1,RSLP
768363,1,RSLP
humilh,8,RSLP
pertin,278,RSLP
obrigatoiredad,2,RSLP
executoriedad,4,RSLP
monocr,1,RSLP
show,3,RSLP
201400803361,1,RSLP
debebat,1,RSLP
201400802035,1,RSLP
carball,2,RSLP
capac,102,RSLP
nº2007,1,RSLP
figueiro,2,RSLP
rela,4362,RSLP
195246,1,RSLP
nº2010,1,RSLP
deuzim,3,RSLP
70045019536,3,RSLP
200661020181,5,RSLP
substanci,1,RSLP
71004760922,1,RSLP
rinit,1,RSLP
alfandeg,1,RSLP
201500130665,1,RSLP
intecorr,1,RSLP
rosimary,1,RSLP
cifos,1,RSLP
mantev,66,RSLP
contrav,2,RSLP
rebel,1,RSLP
contrat,5556,RSLP
mencion,373,RSLP
contrar,139,RSLP
mantem,82,RSLP
manten,17,RSLP
2010103756,1,RSLP
1031321,1,RSLP
rent,1,RSLP
proclam,17,RSLP
1092289,1,RSLP
sequenc,4,RSLP
2013223010,1,RSLP
contrad,305,RSLP
contrab,1,RSLP
norcon,21,RSLP
devedorcontest,1,RSLP
contrap,10,RSLP
contran,1,RSLP
reni,1,RSLP
rend,250,RSLP
120110615,1,RSLP
navarr,1,RSLP
0305922,2,RSLP
120110617,1,RSLP
rene,5,RSLP
2013213697,1,RSLP
incorrec,13,RSLP
totum,39,RSLP
geni,82,RSLP
wanderley,6,RSLP
00014957320128220001,1,RSLP
destin,142,RSLP
genn,1,RSLP
penur,2,RSLP
120110602,1,RSLP
descaracteriz,16,RSLP
201484090010,1,RSLP
niell,1,RSLP
27257,1,RSLP
120110608,1,RSLP
400mg,3,RSLP
795957,1,RSLP
repr,1,RSLP
1056606,9,RSLP
espars,5,RSLP
luan,6,RSLP
incorret,33,RSLP
1263832,1,RSLP
1492898,6,RSLP
200911900839,1,RSLP
20080110056632apc,1,RSLP
sheil,4,RSLP
120110630,1,RSLP
costitucional,3,RSLP
repl,21,RSLP
inutel,25,RSLP
dje09,1,RSLP
giord,2,RSLP
1333339,2,RSLP
bamerindu,3,RSLP
120110622,1,RSLP
rebat,46,RSLP
intercorr,658,RSLP
profund,19,RSLP
pensa,2,RSLP
legislatoril,1,RSLP
influenci,3,RSLP
lucr,132,RSLP
gess,1,RSLP
gest,49,RSLP
gasparell,1,RSLP
geru,4,RSLP
audi,224,RSLP
afirm,860,RSLP
lucc,1,RSLP
luci,39,RSLP
gerd,1,RSLP
abstrat,24,RSLP
0034815,1,RSLP
requ,409,RSLP
goncalv,155,RSLP
germ,2,RSLP
elisandr,1,RSLP
compensator,7,RSLP
29873,1,RSLP
2011202169,1,RSLP
sukit,2,RSLP
luen,1,RSLP
retr,34,RSLP
espant,1,RSLP
2012202358,1,RSLP
201400117915,6,RSLP
rosimayr,1,RSLP
residenest,1,RSLP
inutil,18,RSLP
subvert,1,RSLP
mubarack,4,RSLP
primil,6,RSLP
2013212387,1,RSLP
rest,1077,RSLP
resp,2030,RSLP
originar,195,RSLP
ress,21,RSLP
201500702811,1,RSLP
150mg,3,RSLP
monoli,1,RSLP
1248242,1,RSLP
201400817900,1,RSLP
espanc,1,RSLP
resc,1,RSLP
900,34,RSLP
901,27,RSLP
2013211062,1,RSLP
front,8,RSLP
902,2,RSLP
903,2,RSLP
904,2,RSLP
905,4,RSLP
906,56,RSLP
907,6,RSLP
200988100535,1,RSLP
908,2,RSLP
joao,187,RSLP
909,3,RSLP
joan,1,RSLP
locuplet,8,RSLP
200501000722471,1,RSLP
berlang,1,RSLP
complet,197,RSLP
alexandr,46,RSLP
destru,3,RSLP
120121109,1,RSLP
multidisciplin,10,RSLP
0112608,1,RSLP
indisponibil,16,RSLP
canon,4,RSLP
revi,23,RSLP
complex,142,RSLP
reve,20,RSLP
910,22,RSLP
911,132,RSLP
desfigur,1,RSLP
912,2,RSLP
913,1,RSLP
914,6,RSLP
915,9,RSLP
916,3,RSLP
917,1,RSLP
mater,2081,RSLP
918,3,RSLP
remanej,1,RSLP
919,19,RSLP
eugenopolil,1,RSLP
aderson,3,RSLP
120130916tribun,1,RSLP
1321417,2,RSLP
errone,16,RSLP
plant,27,RSLP
920,1,RSLP
921,5,RSLP
reun,74,RSLP
922,4,RSLP
plann,5,RSLP
923,3,RSLP
924,6,RSLP
contrapost,1,RSLP
925,22,RSLP
reestabelec,1,RSLP
desnecessic,1,RSLP
926,4,RSLP
927,23,RSLP
928,9,RSLP
929,2,RSLP
luis,1,RSLP
servand,359,RSLP
relativ,181,RSLP
wedin,1,RSLP
luiz,446,RSLP
gernet,1,RSLP
constitu,1883,RSLP
resoluca,2,RSLP
1297255,1,RSLP
930,8,RSLP
931,163,RSLP
932,116,RSLP
933,7,RSLP
934,3,RSLP
935,7,RSLP
936,2,RSLP
937,13,RSLP
luil,125,RSLP
938,2,RSLP
939,9,RSLP
conjunt,143,RSLP
associat,2,RSLP
120121116,1,RSLP
120121119,1,RSLP
depermit,1,RSLP
940,16,RSLP
941,2,RSLP
942,7,RSLP
943,3,RSLP
944,7,RSLP
945,20,RSLP
946,4,RSLP
947,7,RSLP
948,2,RSLP
949,2,RSLP
deton,2,RSLP
givald,4,RSLP
reclassifiqu,1,RSLP
impossivel,136,RSLP
200311800530,1,RSLP
reembols,11,RSLP
alburquerqu,1,RSLP
120110414,1,RSLP
950,25,RSLP
quatorz,20,RSLP
951,9,RSLP
952,9,RSLP
1044447,1,RSLP
953,8,RSLP
patrimon,121,RSLP
954,3,RSLP
955,4,RSLP
taxatv,1,RSLP
7912,1,RSLP
956,1,RSLP
957,2,RSLP
958,7,RSLP
alison,1,RSLP
joel,3,RSLP
959,15,RSLP
062057,1,RSLP
10h45,1,RSLP
incondic,8,RSLP
batschk,1,RSLP
engendr,4,RSLP
corpusum,1,RSLP
960,98,RSLP
ilac,22,RSLP
961,3,RSLP
962,10,RSLP
963,113,RSLP
964,4,RSLP
965,16,RSLP
adiant,115,RSLP
966,5,RSLP
967,2,RSLP
968,1,RSLP
matiz,6,RSLP
969,1,RSLP
naquel,106,RSLP
2013213621,1,RSLP
hiat,1,RSLP
metodolog,8,RSLP
inestim,18,RSLP
sequestr,12,RSLP
970,5,RSLP
971,3,RSLP
972,5,RSLP
973,39,RSLP
974,8,RSLP
975,13,RSLP
976,4,RSLP
client,105,RSLP
977,7,RSLP
978,8,RSLP
95v,1,RSLP
979,14,RSLP
preambul,6,RSLP
nancy,128,RSLP
2013201673,1,RSLP
realc,8,RSLP
nelsivan,3,RSLP
980,2,RSLP
981,5,RSLP
aquidab,16,RSLP
982,3,RSLP
983,14,RSLP
984,9,RSLP
985,9,RSLP
986,3,RSLP
caninde,19,RSLP
987,7,RSLP
agravodeinstrument,3,RSLP
7943,8,RSLP
988,11,RSLP
989,4,RSLP
satisfaca,1,RSLP
ferenzin,1,RSLP
complca,1,RSLP
hadanilton,2,RSLP
uoev,1,RSLP
expert,18,RSLP
201010701230,1,RSLP
1127353,1,RSLP
reate,1,RSLP
equidad,81,RSLP
990,5,RSLP
991,13,RSLP
corrupc,2,RSLP
maton,1,RSLP
auton,70,RSLP
992,3,RSLP
993,2,RSLP
994,2,RSLP
995,13,RSLP
reativ,7,RSLP
996,5,RSLP
997,3,RSLP
998,4,RSLP
999,34,RSLP
6627,1,RSLP
plaus,36,RSLP
20150020027113,3,RSLP
201440901241,1,RSLP
120120118tribun,1,RSLP
desnecessar,146,RSLP
201400802169,1,RSLP
itanh,7,RSLP
autor,3606,RSLP
criart,1,RSLP
803314,1,RSLP
ileg,408,RSLP
0255117,2,RSLP
experi,17,RSLP
cogniti,1,RSLP
120131213tribun,1,RSLP
6638,2,RSLP
770753,2,RSLP
estorn,3,RSLP
muniz,7,RSLP
estori,2,RSLP
tamanh,9,RSLP
appella,4,RSLP
208893,1,RSLP
2011323136,1,RSLP
sien,3,RSLP
aure,28,RSLP
conglob,1,RSLP
extrat,72,RSLP
ilid,18,RSLP
subnorm,1,RSLP
201300326356,2,RSLP
prejudici,1,RSLP
sidn,122,RSLP
munic,2,RSLP
sobrepartilh,4,RSLP
6647,2,RSLP
contrapont,1,RSLP
201412500262,3,RSLP
penal,461,RSLP
optic,8,RSLP
201412201999,1,RSLP
201400802186,1,RSLP
6660,1,RSLP
4000,1,RSLP
paradoxx,1,RSLP
prestig,3,RSLP
viabil,70,RSLP
6664,2,RSLP
restaurant,6,RSLP
estoqu,4,RSLP
199710300437,1,RSLP
itali,1,RSLP
sucess,112,RSLP
dissoluc,34,RSLP
societ,1,RSLP
inidone,5,RSLP
hidr,13,RSLP
duart,4,RSLP
lament,5,RSLP
4014,1,RSLP
2010213922,1,RSLP
1055175,1,RSLP
sigl,1,RSLP
sifu,1,RSLP
carsten,2,RSLP
lobat,4,RSLP
autu,45,RSLP
lust,2,RSLP
assedi,1,RSLP
7997,2,RSLP
2008100297,1,RSLP
rinald,5,RSLP
sumariss,1,RSLP
6682,1,RSLP
2013104473,1,RSLP
0172265,1,RSLP
gildet,3,RSLP
ricard,189,RSLP
200811301396,1,RSLP
petrole,29,RSLP
percorr,6,RSLP
305943,1,RSLP
xxxv,53,RSLP
5367,2,RSLP
xxxi,16,RSLP
1201623,1,RSLP
genald,3,RSLP
ocorrenc,1,RSLP
washinton,1,RSLP
2010213943,1,RSLP
matur,2,RSLP
total,419,RSLP
subcont,3,RSLP
6688,1,RSLP
consumer,96,RSLP
canet,1,RSLP
social,1,RSLP
201400826173,1,RSLP
control,193,RSLP
1114049,2,RSLP
faliment,7,RSLP
especiald,1,RSLP
cande,1,RSLP
extrem,27,RSLP
incorpor,70,RSLP
5368,1,RSLP
4039,1,RSLP
enquadr,162,RSLP
deceni,1,RSLP
itiner,3,RSLP
orcament,9,RSLP
999885,1,RSLP
70059692632,4,RSLP
201511001123,1,RSLP
exerc,246,RSLP
195192,1,RSLP
repercut,5,RSLP
jord,1,RSLP
dorav,5,RSLP
hild,2,RSLP
ilog,1,RSLP
jorg,107,RSLP
atrel,9,RSLP
compromiss,28,RSLP
transgress,3,RSLP
201400816740,1,RSLP
brevi,3,RSLP
ajuiz,1206,RSLP
dia19,1,RSLP
quimeoterap,1,RSLP
201600111554,1,RSLP
edjild,3,RSLP
edific,17,RSLP
1237601,1,RSLP
15305,1,RSLP
lustr,50,RSLP
especial1,4,RSLP
201400804747,1,RSLP
degrad,1,RSLP
vncul,1,RSLP
ratific,161,RSLP
desentend,1,RSLP
hipotec,16,RSLP
persit,1,RSLP
4076,1,RSLP
namor,2,RSLP
decert,1,RSLP
institucion,1,RSLP
desfalc,2,RSLP
nosartigos219,1,RSLP
descentr,12,RSLP
silv,847,RSLP
confiss,30,RSLP
201300207813,2,RSLP
josy,1,RSLP
implic,75,RSLP
desatenc,7,RSLP
silent,15,RSLP
desatend,38,RSLP
confisc,4,RSLP
jose,971,RSLP
inscrit,72,RSLP
4082,1,RSLP
emerg,53,RSLP
confirm,205,RSLP
jorn,19,RSLP
hipotes,1369,RSLP
exequ,726,RSLP
gfip,2,RSLP
interveni,9,RSLP
intervenc,94,RSLP
ement,546,RSLP
4099,1,RSLP
expens,13,RSLP
assoberb,4,RSLP
contaremuner,1,RSLP
201500714774,2,RSLP
2009215815,1,RSLP
4092,2,RSLP
914916,1,RSLP
4094,1,RSLP
atras,94,RSLP
sublinh,7,RSLP
4673489,1,RSLP
2012105377,4,RSLP
discorr,42,RSLP
precariedad,27,RSLP
sint,5,RSLP
sinv,1,RSLP
dulcine,1,RSLP
bress,4,RSLP
coracao,1,RSLP
ainº1599,2,RSLP
restabelec,86,RSLP
discord,22,RSLP
expend,180,RSLP
interag,1,RSLP
sind,3,RSLP
consorc,1,RSLP
1140247,1,RSLP
015739,2,RSLP
enquant,157,RSLP
pernoit,1,RSLP
persev,2,RSLP
insond,3,RSLP
heredit,2,RSLP
9bwab05u2bp,1,RSLP
815261,2,RSLP
sumari,1,RSLP
citbank,1,RSLP
inacumul,32,RSLP
ressegur,1,RSLP
diuturn,8,RSLP
siqu,380,RSLP
jurisdictionil,1,RSLP
0122078,1,RSLP
2010211372,1,RSLP
serodi,2,RSLP
assent,264,RSLP
crianc,54,RSLP
virtud,255,RSLP
orientaca,1,RSLP
201500702777,2,RSLP
inscrev,16,RSLP
emend,291,RSLP
1139287,1,RSLP
joseneid,1,RSLP
perseg,4,RSLP
insolv,10,RSLP
injust,27,RSLP
inibito,3,RSLP
restaur,7,RSLP
individu,79,RSLP
sist,2,RSLP
2013319038,1,RSLP
0010777,8,RSLP
187671020068070001,4,RSLP
aval,13,RSLP
brenn,2,RSLP
cienc,117,RSLP
brend,1,RSLP
1223032,11,RSLP
modifiqu,2,RSLP
2054307,1,RSLP
201371001353,1,RSLP
asserc,1,RSLP
0034739,1,RSLP
reabr,9,RSLP
sirv,3,RSLP
112835,1,RSLP
preceit,143,RSLP
0040520,1,RSLP
sigil,14,RSLP
201600112816,1,RSLP
soment,1123,RSLP
70049670060,1,RSLP
naquil,5,RSLP
nstrument,1,RSLP
1237699,2,RSLP
veredict,5,RSLP
200911301334,1,RSLP
expedi,70,RSLP
petrobr,149,RSLP
201112101137,1,RSLP
corpusouhabe,1,RSLP
filosof,1,RSLP
repristin,5,RSLP
perpetradaspelademand,1,RSLP
201411001181,1,RSLP
2013225530,1,RSLP
zeneid,1,RSLP
impress,14,RSLP
0147320,1,RSLP
201400319085,1,RSLP
apert,25,RSLP
cocain,1,RSLP
120131024tribun,1,RSLP
regular,216,RSLP
nº201500820154,1,RSLP
cient,25,RSLP
subdivid,2,RSLP
situ,864,RSLP
minosol,2,RSLP
lucetim,2,RSLP
tjdft,7,RSLP
27357,2,RSLP
gutemberg,1,RSLP
201600604254,1,RSLP
interpo,514,RSLP
imprest,10,RSLP
mesmointim,1,RSLP
423154,1,RSLP
2011620496,1,RSLP
expect,29,RSLP
654571,1,RSLP
assess,9,RSLP
recorrr,1,RSLP
inobst,43,RSLP
2012201121,1,RSLP
201111001451,1,RSLP
desativ,4,RSLP
reapreci,32,RSLP
120110505,1,RSLP
02070,1,RSLP
siti,10,RSLP
inescrupul,2,RSLP
servid0r,1,RSLP
parcial,1,RSLP
injunc,11,RSLP
diverg,258,RSLP
principiod,1,RSLP
apolin,2,RSLP
divers,431,RSLP
acapit,1,RSLP
8km,1,RSLP
regent,4,RSLP
andrezz,2,RSLP
0160912015,1,RSLP
reconsid,3,RSLP
201400105842,3,RSLP
dispunh,9,RSLP
201388000708,1,RSLP
emprest,177,RSLP
02013,5,RSLP
benedit,84,RSLP
avel,1,RSLP
danielly,1,RSLP
aven,8,RSLP
apelaca,10,RSLP
obliqu,5,RSLP
interim,17,RSLP
jonat,1,RSLP
person,2,RSLP
precend,1,RSLP
201400721982,1,RSLP
nº3298,4,RSLP
execu,670,RSLP
execr,6,RSLP
201400804736,1,RSLP
imprens,19,RSLP
deslanch,1,RSLP
lucigreyc,2,RSLP
canut,1,RSLP
apens,35,RSLP
2012202488,1,RSLP
apelada,1,RSLP
litisconsoci,1,RSLP
plagi,3,RSLP
anulator,65,RSLP
comprobator,4,RSLP
infantil,3,RSLP
firmin,1,RSLP
29977,2,RSLP
harold,9,RSLP
informar,1,RSLP
201407945,1,RSLP
653287,1,RSLP
0089812,3,RSLP
informal,7,RSLP
impropri,6,RSLP
120130930tribun,1,RSLP
incongru,4,RSLP
220130916,1,RSLP
000972,1,RSLP
atribuind,1,RSLP
alvareng,1,RSLP
gabrit,1,RSLP
correlat,8,RSLP
proprium,21,RSLP
incognosc,1,RSLP
sobress,3,RSLP
sobrest,51,RSLP
206610300714,2,RSLP
excepcionaudad,6,RSLP
qualificadasa,1,RSLP
2009210859,1,RSLP
avis,67,RSLP
calend,8,RSLP
aglomer,1,RSLP
avil,21,RSLP
temper,5,RSLP
tempes,190,RSLP
traslad,13,RSLP
2009209830,1,RSLP
meneghel,1,RSLP
reproch,8,RSLP
imbr,1,RSLP
aquidabaa,1,RSLP
imbu,1,RSLP
airton,2,RSLP
irresignaca,1,RSLP
1059830,4,RSLP
miner,2,RSLP
polici,55,RSLP
2007105599,11,RSLP
correlac,8,RSLP
2011210366,1,RSLP
sustent,776,RSLP
845247,1,RSLP
1072848,3,RSLP
201372001023,1,RSLP
balancet,5,RSLP
adens,1,RSLP
201610101126,2,RSLP
201010801157,3,RSLP
75194,5,RSLP
penaliz,1,RSLP
imag,17,RSLP
afunil,2,RSLP
2009208527,1,RSLP
violent,2,RSLP
reduz,131,RSLP
201500125985,1,RSLP
20010110411118,1,RSLP
patrocin,70,RSLP
aluguel,40,RSLP
1347736,2,RSLP
6701,1,RSLP
otavi,99,RSLP
compreens,132,RSLP
indivis,2,RSLP
esmerald,1,RSLP
chech,2,RSLP
intim,2676,RSLP
sumul,3315,RSLP
reduc,236,RSLP
check,1,RSLP
compreend,103,RSLP
figueiredo,1,RSLP
alicont,1,RSLP
entrepar,1,RSLP
2013200674,1,RSLP
inferi,547,RSLP
desampar,9,RSLP
individ,171,RSLP
apresenteexecuc,1,RSLP
2013200678,1,RSLP
201600702345,1,RSLP
201010801176,1,RSLP
rcl17486,1,RSLP
nº201473101153,1,RSLP
201400812513,2,RSLP
presentehabe,1,RSLP
6712,1,RSLP
quimioterap,3,RSLP
70058613910,2,RSLP
834582,3,RSLP
intelig,571,RSLP
thais,1,RSLP
minil,2,RSLP
minin,1,RSLP
minim,681,RSLP
pocone,1,RSLP
impontual,12,RSLP
elizangel,1,RSLP
120120628tribun,2,RSLP
myrt,2,RSLP
201400702037,1,RSLP
incomprov,1,RSLP
avog,1,RSLP
uhlein,1,RSLP
avoc,2,RSLP
773011,1,RSLP
helain,1,RSLP
mingu,20,RSLP
indacaterol,7,RSLP
avon,5,RSLP
5402,1,RSLP
gicelm,1,RSLP
lombalg,1,RSLP
201411200483,3,RSLP
201400727328,1,RSLP
6750,1,RSLP
201600305291,1,RSLP
schmidt,1,RSLP
praxil,1,RSLP
jurisd,315,RSLP
008061,1,RSLP
6746,2,RSLP
5418,1,RSLP
jurist,9,RSLP
inter,1164,RSLP
securit,2,RSLP
acident,18,RSLP
120100618tribun,1,RSLP
1058591,1,RSLP
fosfoetanolamin,7,RSLP
200800214116,1,RSLP
6756,1,RSLP
comdetermin,1,RSLP
5428,1,RSLP
16801,1,RSLP
relacion,137,RSLP
esquerd,11,RSLP
6773,1,RSLP
5441,1,RSLP
4112,2,RSLP
4113,11,RSLP
razoa,274,RSLP
201400717967,1,RSLP
eletric,5,RSLP
riachuel,65,RSLP
701406,4,RSLP
70069744142,2,RSLP
6769,2,RSLP
involunt,1,RSLP
agnom,2,RSLP
atenca,2,RSLP
agnol,3,RSLP
6786,2,RSLP
5454,1,RSLP
impostoconstrangimentoilegala,1,RSLP
4124,2,RSLP
infecc,17,RSLP
contrapart,20,RSLP
299343,1,RSLP
perseguid,1,RSLP
imin,28,RSLP
4114,1,RSLP
4115,1,RSLP
201400728614,3,RSLP
preexecut,3,RSLP
imit,6,RSLP
lucentil,2,RSLP
capitan,1,RSLP
carolynn,1,RSLP
5462,1,RSLP
minor,90,RSLP
4133,1,RSLP
6797,1,RSLP
5465,1,RSLP
doncpc,1,RSLP
684331,4,RSLP
2012200882,1,RSLP
sergicoc,2,RSLP
70005314828,1,RSLP
humbert,208,RSLP
5456,2,RSLP
infrutifer,6,RSLP
000000200178528,4,RSLP
4144,2,RSLP
asuplement,2,RSLP
homonim,1,RSLP
devollutum,1,RSLP
201600812792,1,RSLP
5467,12,RSLP
repisandos,1,RSLP
009347,2,RSLP
nº3608,6,RSLP
5484,1,RSLP
4155,1,RSLP
022303,1,RSLP
4156,1,RSLP
regimentaln,1,RSLP
201588301741,1,RSLP
pabl,2,RSLP
irretorqu,5,RSLP
3ºconsid,1,RSLP
dissolv,4,RSLP
jubil,1,RSLP
70059379701,1,RSLP
incolum,76,RSLP
4149,9,RSLP
2012212830,1,RSLP
1418593,2,RSLP
4163,1,RSLP
4167,1,RSLP
glonedil,1,RSLP
desconhec,19,RSLP
99101,1,RSLP
70048985667,1,RSLP
1104126,2,RSLP
rjtjs,8,RSLP
paralis,142,RSLP
4174,2,RSLP
intermin,2,RSLP
nº105,1,RSLP
padr,20,RSLP
nº109,1,RSLP
distrit,281,RSLP
impl,192,RSLP
impo,513,RSLP
lei13,1,RSLP
nº201213618,1,RSLP
pact,462,RSLP
dougl,3,RSLP
desmun,1,RSLP
200811901327,1,RSLP
paci,1019,RSLP
padec,39,RSLP
4189,1,RSLP
supple,1,RSLP
120131010tribun,1,RSLP
preclu,2,RSLP
4194,1,RSLP
document,1789,RSLP
2012223412,1,RSLP
prefeit,86,RSLP
4192,18,RSLP
4193,1,RSLP
galott,5,RSLP
1418552,1,RSLP
613945,2,RSLP
divorci,35,RSLP
imrt,1,RSLP
carin,1,RSLP
eletr,46,RSLP
carir,6,RSLP
201500801079,1,RSLP
precoc,1,RSLP
jacson,3,RSLP
2010204769,1,RSLP
poralex,1,RSLP
artesan,4,RSLP
uptu,1,RSLP
precon,40,RSLP
brusch,3,RSLP
panace,1,RSLP
padu,9,RSLP
9250577,1,RSLP
desperceb,1,RSLP
2012209123,1,RSLP
buril,1,RSLP
deliber,37,RSLP
1214640,3,RSLP
paralel,1,RSLP
imun,86,RSLP
escritur,7,RSLP
70044555506,1,RSLP
70038532313,1,RSLP
supraindic,1,RSLP
eletron,176,RSLP
1116092,10,RSLP
sindism,1,RSLP
desconstituicaodadecis,1,RSLP
nº130,1,RSLP
229inform,1,RSLP
aoexm,1,RSLP
carat,408,RSLP
201410500564,1,RSLP
enclausur,1,RSLP
pagu,1,RSLP
1130335,1,RSLP
atribuica,2,RSLP
estefan,3,RSLP
201310900515,1,RSLP
advocatici,1197,RSLP
prestfix,1,RSLP
depreci,2,RSLP
nº201500321096,1,RSLP
contorn,43,RSLP
ratificacaod,1,RSLP
03413,1,RSLP
carec,68,RSLP
cesari,1,RSLP
paix,13,RSLP
jurosdev,1,RSLP
714779,1,RSLP
713442,10,RSLP
precis,205,RSLP
propagand,7,RSLP
precit,1,RSLP
kiyosh,1,RSLP
paim,2,RSLP
superdireit,5,RSLP
centen,1,RSLP
200171020017,1,RSLP
nº116,1,RSLP
paiv,4,RSLP
201200224504,1,RSLP
201550101228,1,RSLP
pair,8,RSLP
pais,53,RSLP
litterril,1,RSLP
equac,4,RSLP
redimens,4,RSLP
equal,8,RSLP
imut,36,RSLP
200411200434,1,RSLP
dissoci,112,RSLP
reedit,157,RSLP
palp,6,RSLP
201100210694,1,RSLP
201462000801,1,RSLP
palm,9,RSLP
legum,10,RSLP
201500802350,1,RSLP
carmopolil,19,RSLP
elenc,120,RSLP
denatran,2,RSLP
fidelil,2,RSLP
torquat,1,RSLP
70022589535,1,RSLP
distrat,10,RSLP
pali,36,RSLP
redig,23,RSLP
palc,2,RSLP
trimestr,3,RSLP
unirrecorribil,23,RSLP
laudoperic,1,RSLP
preced,2045,RSLP
inventari,78,RSLP
bayard,8,RSLP
judiciar,984,RSLP
1009622,2,RSLP
610053,1,RSLP
intui,3,RSLP
capitul,46,RSLP
